Turn,Player,Value
491,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
491,5, g:679 i:998 tg:31793 h:136 c:62 cc:776 m:128946 sc:2114 s:1851 l:131 p:1771 f:312 po:26341000 nc:11 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:144
491,6, g:7414 i:8583 tg:160598 h:542 c:88 cc:3450 m:485542 sc:14632 s:7812 l:705 p:12552 f:2505 po:718624000 nc:50 w:12 t:121 fa:0 fr:89 tru:10 gw:1 in:3 to:1253
491,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
491,8, g:5345 i:6195 tg:163412 h:643 c:81 cc:2577 m:303808 sc:8760 s:5449 l:555 p:7752 f:1280 po:209909000 nc:37 w:38 t:121 fa:0 fr:600 tru:10 gw:2 in:3 to:606
491,9, g:188 i:256 tg:17514 h:26 c:70 cc:156 m:25752 sc:487 s:1078 l:28 p:355 f:58 po:3014000 nc:2 w:0 t:121 fa:0 fr:15 tru:0 gw:0 in:2 to:37
491,10, g:5040 i:6509 tg:119601 h:682 c:90 cc:3169 m:648124 sc:11325 s:6701 l:863 p:10223 f:1835 po:319451000 nc:59 w:13 t:121 fa:0 fr:110 tru:12 gw:1 in:5 to:535
491,11, g:6395 i:7561 tg:133771 h:836 c:107 cc:3522 m:486870 sc:15013 s:7092 l:541 p:12108 f:1917 po:410154000 nc:46 w:19 t:121 fa:0 fr:87 tru:12 gw:3 in:4 to:1115
491,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
491,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
492,1, g:910 i:1264 tg:62554 h:171 c:85 cc:801 m:115308 sc:3549 s:2260 l:118 p:2755 f:407 po:73030000 nc:10 w:1 t:121 fa:0 fr:20 tru:9 gw:4 in:2 to:345
492,2, g:1092 i:1393 tg:49936 h:155 c:72 cc:740 m:118830 sc:2909 s:1953 l:163 p:2107 f:330 po:68711000 nc:11 w:3 t:120 fa:0 fr:23 tru:0 gw:1 in:3 to:198
492,3, g:11 i:13 tg:15 h:15 c:22 cc:20 m:1869 sc:14 s:404 l:18 p:12 f:4 po:6000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
492,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
492,5, g:592 i:900 tg:33649 h:127 c:62 cc:798 m:134322 sc:1996 s:1887 l:135 p:1888 f:336 po:27614000 nc:11 w:5 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:207
492,6, g:8762 i:9927 tg:182028 h:542 c:88 cc:3692 m:559928 sc:16442 s:7802 l:696 p:12474 f:2463 po:731760000 nc:49 w:12 t:121 fa:0 fr:92 tru:10 gw:1 in:3 to:1609
492,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
492,8, g:4293 i:5121 tg:174802 h:623 c:81 cc:2633 m:319410 sc:9003 s:5356 l:553 p:7665 f:1221 po:204281000 nc:37 w:38 t:121 fa:0 fr:606 tru:10 gw:2 in:3 to:699
492,9, g:204 i:287 tg:18131 h:27 c:70 cc:181 m:25420 sc:519 s:1153 l:45 p:408 f:61 po:3837000 nc:3 w:0 t:121 fa:0 fr:15 tru:0 gw:0 in:2 to:56
492,10, g:5899 i:7321 tg:136370 h:648 c:90 cc:3951 m:632330 sc:11574 s:6555 l:830 p:11291 f:1978 po:324744000 nc:57 w:12 t:121 fa:0 fr:112 tru:12 gw:2 in:5 to:749
492,11, g:7545 i:8741 tg:144749 h:857 c:107 cc:4413 m:461334 sc:16797 s:7439 l:589 p:13309 f:1917 po:437161000 nc:49 w:22 t:121 fa:0 fr:85 tru:12 gw:3 in:4 to:1395
492,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
492,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
493,1, g:951 i:1305 tg:66328 h:173 c:85 cc:807 m:125614 sc:3589 s:2292 l:118 p:2802 f:412 po:77592000 nc:10 w:1 t:121 fa:0 fr:20 tru:9 gw:4 in:2 to:340
493,2, g:1204 i:1528 tg:53278 h:165 c:72 cc:915 m:124022 sc:2949 s:2064 l:192 p:2548 f:355 po:73586000 nc:13 w:3 t:120 fa:0 fr:23 tru:0 gw:1 in:3 to:204
493,3, g:10 i:13 tg:25 h:15 c:22 cc:20 m:2170 sc:14 s:404 l:19 p:12 f:4 po:6000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
493,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
493,5, g:586 i:884 tg:35896 h:122 c:62 cc:769 m:134784 sc:1980 s:1846 l:111 p:1904 f:326 po:28566000 nc:9 w:5 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:207
493,6, g:8270 i:9410 tg:200487 h:529 c:88 cc:3676 m:561202 sc:15661 s:7719 l:667 p:12294 f:2450 po:747683000 nc:47 w:12 t:121 fa:0 fr:92 tru:10 gw:1 in:3 to:1607
493,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
493,8, g:5467 i:6282 tg:187390 h:600 c:81 cc:2562 m:298372 sc:8700 s:5236 l:520 p:7239 f:1169 po:198342000 nc:35 w:38 t:121 fa:0 fr:616 tru:10 gw:2 in:3 to:698
493,9, g:183 i:265 tg:18737 h:27 c:70 cc:172 m:22630 sc:578 s:1148 l:45 p:406 f:52 po:3644000 nc:3 w:0 t:121 fa:0 fr:14 tru:0 gw:0 in:2 to:41
493,10, g:6185 i:7656 tg:152579 h:677 c:90 cc:4101 m:652962 sc:12041 s:6840 l:894 p:11554 f:2082 po:347262000 nc:61 w:12 t:121 fa:0 fr:114 tru:12 gw:2 in:5 to:741
493,11, g:7199 i:8377 tg:155683 h:860 c:107 cc:3623 m:440024 sc:16475 s:7443 l:583 p:12268 f:1962 po:459887000 nc:49 w:22 t:121 fa:0 fr:83 tru:12 gw:3 in:4 to:1403
493,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
493,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
494,1, g:945 i:1302 tg:70199 h:182 c:85 cc:809 m:141364 sc:3697 s:2318 l:118 p:2749 f:399 po:82553000 nc:10 w:1 t:121 fa:0 fr:20 tru:9 gw:4 in:3 to:321
494,2, g:1272 i:1612 tg:57618 h:166 c:72 cc:960 m:133104 sc:2882 s:2149 l:222 p:2865 f:477 po:76148000 nc:15 w:3 t:120 fa:0 fr:23 tru:0 gw:1 in:3 to:206
494,3, g:11 i:13 tg:36 h:15 c:22 cc:17 m:1907 sc:14 s:404 l:19 p:12 f:6 po:6000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
494,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
494,5, g:479 i:745 tg:38451 h:114 c:62 cc:710 m:138842 sc:1847 s:1798 l:112 p:1685 f:287 po:28145000 nc:9 w:5 t:121 fa:0 fr:14 tru:10 gw:1 in:2 to:184
494,6, g:9397 i:10551 tg:211827 h:511 c:88 cc:3648 m:511880 sc:16665 s:7913 l:700 p:12447 f:2464 po:778202000 nc:49 w:12 t:121 fa:0 fr:92 tru:10 gw:1 in:3 to:1587
494,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
494,8, g:5632 i:6425 tg:198034 h:583 c:81 cc:2524 m:294638 sc:8233 s:5134 l:500 p:7193 f:1221 po:192115000 nc:34 w:38 t:121 fa:0 fr:580 tru:10 gw:2 in:3 to:648
494,9, g:169 i:236 tg:19329 h:27 c:70 cc:150 m:20542 sc:480 s:1084 l:28 p:336 f:50 po:2786000 nc:2 w:0 t:121 fa:0 fr:12 tru:0 gw:0 in:2 to:32
494,10, g:5686 i:7172 tg:170538 h:706 c:90 cc:3474 m:665808 sc:12358 s:6910 l:893 p:10753 f:2062 po:369605000 nc:61 w:12 t:121 fa:0 fr:114 tru:12 gw:2 in:5 to:768
494,11, g:7969 i:9127 tg:163854 h:859 c:107 cc:3611 m:419148 sc:16944 s:7410 l:558 p:12123 f:1875 po:473908000 nc:47 w:22 t:121 fa:0 fr:85 tru:12 gw:3 in:4 to:1329
494,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
494,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
495,1, g:972 i:1334 tg:73981 h:177 c:85 cc:816 m:160970 sc:3831 s:2341 l:118 p:2794 f:407 po:84989000 nc:10 w:1 t:121 fa:0 fr:20 tru:9 gw:4 in:3 to:327
495,2, g:1388 i:1711 tg:62234 h:167 c:72 cc:743 m:137524 sc:2905 s:2086 l:193 p:2525 f:449 po:80169000 nc:13 w:3 t:120 fa:0 fr:23 tru:0 gw:2 in:3 to:214
495,3, g:11 i:13 tg:47 h:15 c:22 cc:20 m:1629 sc:17 s:409 l:20 p:12 f:6 po:21000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
495,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
495,5, g:482 i:763 tg:41024 h:121 c:62 cc:759 m:144780 sc:1958 s:1822 l:142 p:1686 f:263 po:29255000 nc:11 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:186
495,6, g:9693 i:10872 tg:222657 h:618 c:88 cc:3744 m:489634 sc:16844 s:8074 l:730 p:12476 f:2423 po:797622000 nc:51 w:12 t:121 fa:0 fr:92 tru:10 gw:1 in:3 to:1605
495,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
495,8, g:5193 i:5974 tg:208614 h:532 c:81 cc:2493 m:319434 sc:7854 s:5091 l:483 p:7270 f:1280 po:190419000 nc:34 w:38 t:121 fa:0 fr:569 tru:10 gw:2 in:3 to:692
495,9, g:167 i:240 tg:19758 h:24 c:70 cc:157 m:21010 sc:462 s:1118 l:45 p:385 f:71 po:3030000 nc:3 w:0 t:121 fa:0 fr:11 tru:0 gw:0 in:2 to:33
495,10, g:5680 i:7145 tg:187091 h:705 c:90 cc:3461 m:709868 sc:12053 s:6965 l:875 p:11069 f:2108 po:387260000 nc:59 w:13 t:121 fa:0 fr:116 tru:12 gw:2 in:5 to:736
495,11, g:7689 i:8835 tg:171178 h:861 c:107 cc:3566 m:399510 sc:17278 s:7401 l:545 p:12088 f:1867 po:490859000 nc:46 w:22 t:121 fa:0 fr:83 tru:12 gw:3 in:4 to:1326
495,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
495,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
496,1, g:1073 i:1409 tg:77922 h:163 c:85 cc:914 m:172990 sc:3793 s:2367 l:114 p:2744 f:385 po:81834000 nc:10 w:4 t:121 fa:0 fr:18 tru:8 gw:5 in:3 to:300
496,2, g:1657 i:1984 tg:66977 h:174 c:72 cc:932 m:133862 sc:2870 s:2133 l:196 p:2908 f:494 po:86549000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:3 to:218
496,3, g:13 i:15 tg:60 h:14 c:22 cc:17 m:1643 sc:19 s:413 l:20 p:12 f:9 po:48000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
496,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
496,5, g:531 i:828 tg:42948 h:134 c:62 cc:787 m:145260 sc:2054 s:1866 l:143 p:1791 f:304 po:30877000 nc:11 w:4 t:121 fa:0 fr:18 tru:10 gw:1 in:2 to:190
496,6, g:8570 i:9754 tg:231251 h:608 c:88 cc:3763 m:486190 sc:16342 s:8154 l:728 p:12587 f:2447 po:821898000 nc:51 w:12 t:121 fa:0 fr:92 tru:10 gw:1 in:3 to:1613
496,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
496,8, g:5632 i:6369 tg:217677 h:500 c:81 cc:2325 m:290070 sc:8339 s:4964 l:520 p:6630 f:1112 po:181425000 nc:34 w:38 t:121 fa:0 fr:532 tru:10 gw:2 in:3 to:609
496,9, g:158 i:225 tg:20449 h:26 c:70 cc:146 m:17206 sc:492 s:1084 l:28 p:338 f:54 po:3256000 nc:2 w:0 t:121 fa:0 fr:10 tru:0 gw:0 in:2 to:26
496,10, g:6442 i:7931 tg:199327 h:735 c:90 cc:3526 m:662108 sc:13860 s:7063 l:845 p:10844 f:2078 po:408676000 nc:59 w:13 t:121 fa:0 fr:116 tru:12 gw:2 in:5 to:750
496,11, g:7514 i:8652 tg:178480 h:860 c:107 cc:3606 m:393138 sc:17834 s:7416 l:557 p:11970 f:1858 po:506974000 nc:47 w:19 t:121 fa:0 fr:83 tru:12 gw:3 in:4 to:1327
496,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
496,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
497,1, g:1294 i:1622 tg:81316 h:161 c:85 cc:747 m:136618 sc:3608 s:2249 l:104 p:2604 f:396 po:84174000 nc:9 w:1 t:121 fa:0 fr:18 tru:10 gw:6 in:3 to:311
497,2, g:1670 i:2000 tg:72030 h:176 c:72 cc:936 m:142958 sc:2978 s:2191 l:205 p:2951 f:517 po:92613000 nc:14 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:3 to:224
497,3, g:14 i:16 tg:76 h:15 c:22 cc:14 m:1657 sc:19 s:413 l:20 p:14 f:16 po:48000 nc:1 w:0 t:72 fa:0 fr:0 tru:0 gw:0 in:0 to:0
497,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
497,5, g:548 i:853 tg:44558 h:131 c:62 cc:800 m:149146 sc:2055 s:1945 l:172 p:1830 f:317 po:31304000 nc:13 w:5 t:121 fa:0 fr:20 tru:10 gw:1 in:2 to:200
497,6, g:9439 i:10594 tg:240809 h:603 c:88 cc:3783 m:476188 sc:17877 s:8113 l:663 p:12421 f:2435 po:844584000 nc:47 w:12 t:121 fa:0 fr:90 tru:10 gw:1 in:3 to:1637
497,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
497,8, g:5040 i:5786 tg:224055 h:500 c:81 cc:2329 m:283730 sc:7882 s:4898 l:511 p:6661 f:1119 po:178817000 nc:33 w:37 t:121 fa:0 fr:540 tru:10 gw:2 in:3 to:621
497,9, g:164 i:231 tg:21041 h:26 c:70 cc:154 m:20662 sc:499 s:1084 l:28 p:329 f:50 po:3256000 nc:2 w:0 t:121 fa:0 fr:13 tru:0 gw:0 in:2 to:41
497,10, g:6213 i:7736 tg:210512 h:743 c:90 cc:3646 m:693226 sc:13490 s:7376 l:920 p:11130 f:2114 po:430361000 nc:65 w:16 t:121 fa:0 fr:120 tru:12 gw:2 in:5 to:752
497,11, g:7730 i:8861 tg:185611 h:864 c:107 cc:3564 m:356956 sc:17711 s:7429 l:528 p:11994 f:1825 po:527719000 nc:44 w:19 t:121 fa:0 fr:83 tru:12 gw:4 in:4 to:1339
497,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
497,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
498,1, g:941 i:1268 tg:83949 h:168 c:85 cc:785 m:133304 sc:3618 s:2273 l:104 p:2602 f:388 po:86677000 nc:9 w:1 t:121 fa:0 fr:18 tru:10 gw:6 in:3 to:323
498,2, g:1667 i:1996 tg:77086 h:179 c:72 cc:960 m:142392 sc:3111 s:2203 l:196 p:2875 f:492 po:99597000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:3 to:224
498,3, g:14 i:16 tg:90 h:15 c:22 cc:26 m:1669 sc:19 s:417 l:21 p:12 f:4 po:48000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
498,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
498,5, g:546 i:855 tg:45849 h:142 c:62 cc:817 m:140068 sc:2017 s:1953 l:158 p:1810 f:319 po:30451000 nc:13 w:5 t:121 fa:0 fr:18 tru:10 gw:1 in:2 to:194
498,6, g:8278 i:9463 tg:245809 h:613 c:88 cc:3856 m:600248 sc:16153 s:8197 l:722 p:12492 f:2399 po:862204000 nc:50 w:12 t:121 fa:0 fr:93 tru:10 gw:1 in:3 to:1623
498,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
498,8, g:4488 i:5157 tg:232029 h:510 c:81 cc:2179 m:291238 sc:6900 s:4572 l:391 p:6254 f:1096 po:172447000 nc:26 w:37 t:121 fa:0 fr:472 tru:10 gw:2 in:3 to:615
498,9, g:112 i:146 tg:21394 h:28 c:70 cc:86 m:12898 sc:303 s:1031 l:11 p:200 f:46 po:2787000 nc:1 w:0 t:121 fa:0 fr:5 tru:0 gw:0 in:2 to:21
498,10, g:6405 i:7995 tg:228960 h:737 c:90 cc:3751 m:701580 sc:13719 s:7747 l:1013 p:11640 f:2244 po:459984000 nc:70 w:16 t:121 fa:0 fr:122 tru:12 gw:2 in:5 to:827
498,11, g:7217 i:8353 tg:192805 h:886 c:107 cc:3589 m:447020 sc:15813 s:7522 l:536 p:12102 f:1843 po:549566000 nc:45 w:19 t:121 fa:0 fr:88 tru:12 gw:4 in:4 to:1332
498,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
498,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
499,1, g:806 i:1102 tg:87556 h:162 c:85 cc:747 m:156288 sc:3251 s:2172 l:96 p:2273 f:344 po:84303000 nc:8 w:1 t:121 fa:0 fr:16 tru:10 gw:6 in:3 to:283
499,2, g:1249 i:1578 tg:82023 h:173 c:72 cc:793 m:145090 sc:3273 s:2230 l:196 p:2486 f:432 po:102573000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:3 to:224
499,3, g:16 i:18 tg:105 h:15 c:22 cc:20 m:1681 sc:22 s:422 l:21 p:16 f:16 po:90000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
499,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
499,5, g:569 i:875 tg:47872 h:132 c:62 cc:842 m:157952 sc:2061 s:1978 l:194 p:1813 f:336 po:31282000 nc:15 w:5 t:121 fa:0 fr:18 tru:10 gw:1 in:2 to:198
499,6, g:8929 i:10110 tg:269032 h:620 c:88 cc:3925 m:662828 sc:16721 s:8222 l:662 p:12438 f:2409 po:875388000 nc:47 w:12 t:121 fa:0 fr:98 tru:10 gw:1 in:3 to:1648
499,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
499,8, g:4107 i:4696 tg:244246 h:458 c:81 cc:2077 m:247666 sc:6189 s:4359 l:397 p:5622 f:1006 po:155491000 nc:25 w:37 t:121 fa:0 fr:416 tru:9 gw:4 in:3 to:615
499,9, g:116 i:151 tg:21725 h:27 c:70 cc:96 m:8844 sc:301 s:1036 l:11 p:205 f:48 po:3271000 nc:1 w:0 t:121 fa:0 fr:5 tru:0 gw:0 in:2 to:27
499,10, g:6452 i:8115 tg:247603 h:768 c:90 cc:3807 m:728130 sc:13790 s:8090 l:1052 p:12067 f:2317 po:486943000 nc:75 w:16 t:121 fa:0 fr:122 tru:12 gw:2 in:5 to:831
499,11, g:7921 i:9065 tg:213323 h:888 c:107 cc:4370 m:558554 sc:16799 s:7544 l:523 p:13134 f:1838 po:559756000 nc:43 w:19 t:121 fa:0 fr:88 tru:12 gw:4 in:4 to:1419
499,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
499,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
500,1, g:810 i:1107 tg:90826 h:159 c:85 cc:764 m:161874 sc:3297 s:2194 l:96 p:2280 f:333 po:88897000 nc:8 w:1 t:121 fa:0 fr:16 tru:10 gw:7 in:3 to:309
500,2, g:1277 i:1609 tg:86434 h:176 c:72 cc:777 m:136508 sc:3239 s:2256 l:196 p:2631 f:495 po:107587000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:3 to:224
500,3, g:16 i:18 tg:121 h:15 c:22 cc:27 m:1692 sc:22 s:422 l:21 p:16 f:12 po:90000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
500,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
500,5, g:544 i:810 tg:50088 h:123 c:62 cc:735 m:130070 sc:1830 s:1884 l:142 p:1584 f:308 po:29362000 nc:12 w:5 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:190
500,6, g:10147 i:11352 tg:280190 h:513 c:88 cc:3927 m:605550 sc:18702 s:8406 l:676 p:12771 f:2506 po:907377000 nc:48 w:12 t:121 fa:0 fr:103 tru:10 gw:1 in:3 to:1654
500,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
500,8, g:4540 i:5134 tg:252258 h:463 c:81 cc:2099 m:192158 sc:6364 s:4382 l:397 p:5682 f:1023 po:158713000 nc:25 w:37 t:121 fa:0 fr:416 tru:10 gw:4 in:3 to:657
500,9, g:0 i:0 tg:21725 h:20 c:70 cc:10 m:0 sc:0 s:944 l:0 p:0 f:0 po:0 nc:0 w:0 t:121 fa:0 fr:0 tru:0 gw:0 in:2 to:0
500,10, g:6634 i:8309 tg:266595 h:767 c:90 cc:3912 m:829410 sc:13631 s:8287 l:1127 p:12238 f:2442 po:504982000 nc:80 w:16 t:121 fa:0 fr:124 tru:12 gw:2 in:5 to:833
500,11, g:8448 i:9568 tg:222117 h:884 c:107 cc:3583 m:510314 sc:17804 s:7475 l:497 p:11744 f:1752 po:570495000 nc:41 w:19 t:121 fa:0 fr:85 tru:12 gw:4 in:4 to:1367
500,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
500,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
501,1, g:1007 i:1321 tg:94351 h:168 c:85 cc:800 m:146872 sc:3579 s:2282 l:104 p:2429 f:356 po:91612000 nc:9 w:1 t:121 fa:0 fr:16 tru:10 gw:7 in:2 to:310
501,2, g:1579 i:1913 tg:91452 h:170 c:72 cc:784 m:146034 sc:3207 s:2278 l:196 p:2733 f:517 po:112286000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:224
501,3, g:16 i:18 tg:137 h:15 c:22 cc:34 m:1703 sc:22 s:422 l:22 p:14 f:4 po:90000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
501,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
501,5, g:478 i:755 tg:52063 h:121 c:62 cc:745 m:120808 sc:1850 s:1852 l:142 p:1621 f:283 po:29454000 nc:12 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:196
501,6, g:8938 i:10123 tg:290320 h:512 c:88 cc:3936 m:567460 sc:17785 s:8387 l:655 p:12689 f:2483 po:924672000 nc:47 w:12 t:121 fa:0 fr:100 tru:10 gw:1 in:2 to:1694
501,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
501,8, g:3960 i:4449 tg:258298 h:397 c:81 cc:1840 m:176206 sc:5967 s:3912 l:329 p:4660 f:832 po:126717000 nc:21 w:35 t:121 fa:0 fr:344 tru:8 gw:4 in:2 to:620
501,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
501,10, g:7027 i:8752 tg:287078 h:783 c:90 cc:4047 m:866546 sc:14388 s:8569 l:1181 p:12368 f:2397 po:538020000 nc:81 w:19 t:121 fa:0 fr:126 tru:12 gw:2 in:5 to:860
501,11, g:8735 i:9861 tg:230195 h:888 c:107 cc:3606 m:490082 sc:17733 s:7588 l:524 p:11979 f:1841 po:585064000 nc:44 w:19 t:121 fa:0 fr:86 tru:12 gw:4 in:3 to:1413
